RecordID,Measurementtimestamp,VehicleID,FleetID,TruckID,Region,OperationalHours,Mileage,EngineHealth,SensorData,VehicleSpeedSensor,Vibration,EngineLoad,EngineCoolantTemp,IntakeManifoldPressure,EngineRPM,SpeedOBD,IntakeAirTemp,MassAirFlowRate,ThrottlePosManifold,VoltageControlModule,AmbientAirTemp,AccelPedalPosD,EngineOilTemp,SpeedGPS,GPSLongitude,GPSLatitude,GPSBearing,GPSAltitude,TurboBoostAndVcmGauge,TripDistance,LitresPer100kmInst,AccelSsorTotal,CO2InGPerKmInst,TripTimeJourney,MaintenanceFlag
510,2/22/2016 16:07,1961,48,488,4,4462,98142,0.825558939,48.014488,72,1.601294263,60.43161638,113,107,3265,65,6,166.2191365,64.0947359,12.64383886,28,78.9656723,74,56,24.66431575,-4.236174745,197.8173293,2007,73.70354923,175.0559958,24.35050799,3.289928277,146.1386828,132,0
511,2/22/2016 16:07,1638,17,455,1,9088,183692,0.995953179,23.57149667,126,3.106239114,33.8629468,100,28,3050,33,2,71.83170075,36.11516167,11.26361127,34,74.03234978,149,70,74.43887163,-29.40312738,178.034438,4450,97.79508272,489.78099,23.38307558,2.562001691,462.7857259,207,2
512,2/22/2016 16:07,1154,7,238,2,4730,16578,0.950463207,8.425527128,74,4.984733752,72.58126123,103,136,3133,0,22,124.0987197,4.678771523,11.50000645,14,16.78548744,136,52,62.78232651,-45.58395932,236.6771493,2029,44.07924502,191.4239508,27.9956745,4.783915644,208.6471324,268,0
513,2/22/2016 16:08,1489,13,487,4,9040,194320,0.6264253,44.2335918,28,4.095217568,51.65444968,73,130,3063,94,16,50.37705261,58.73292412,11.00225175,4,78.6061265,133,12,167.8894633,1.104000275,176.39375,4646,47.78962331,369.2002865,27.18208195,0.509412174,392.5274972,120,2
514,2/22/2016 16:08,1385,66,22,3,520,109358,0.884990816,56.13099135,7,2.329307535,75.67474967,81,33,2222,65,47,43.30529854,94.93049115,14.44759242,2,19.4550106,95,75,57.34559821,-82.09207919,254.8063813,1100,40.94705153,467.653811,20.72985657,4.542775078,443.382166,133,0
515,2/22/2016 16:08,1985,4,167,3,4877,184952,0.968431632,50.94496542,24,4.100954225,21.39388294,118,116,1477,21,20,87.57880156,35.98487942,14.33467012,4,91.28999823,92,70,66.58873042,-47.00622673,338.7079125,2450,71.60284208,320.5679082,21.58557485,9.723584163,412.9049007,37,2
516,2/22/2016 16:08,1784,10,215,1,5117,35202,0.953182119,69.55706354,3,3.543873873,64.4966323,116,104,2513,2,21,41.65370931,54.16942138,13.41355087,-16,38.26121911,143,118,126.4548088,34.53776369,119.7272776,1699,12.45101567,935.4925538,13.35988661,6.091619593,492.023969,138,0
517,2/22/2016 16:08,1103,88,58,1,3044,84963,0.942274761,19.20987836,35,4.699728351,31.334469,106,31,540,34,-5,161.5249605,96.20660185,12.22134821,26,0.944146477,93,105,148.3391643,21.0067333,274.6073881,1910,46.49286228,472.6282788,28.51221309,4.581448187,283.8609283,257,0
518,2/22/2016 16:08,1928,17,30,2,3179,29381,0.893225256,35.42029789,82,1.887498605,35.31384432,117,76,3661,9,40,57.24715585,24.79172842,12.86987285,9,97.95099403,74,39,-10.12112839,45.78720702,88.58705148,2427,53.19237121,705.469322,14.94519314,1.261278546,102.6965491,289,0
519,2/22/2016 16:08,1392,52,402,1,6217,199392,0.646495738,41.55672713,35,0.297883742,18.65955953,88,83,1438,70,39,19.84452286,81.23198411,13.65466457,-8,99.29446537,123,77,-11.16177618,68.9324089,335.7902014,318,65.61518793,902.9127827,13.28233312,7.98142846,174.115205,269,2
520,2/22/2016 16:08,1810,6,106,2,1363,173298,0.541781533,18.65233056,74,0.523485156,12.85254998,86,51,2945,57,-8,174.9023647,26.99492707,14.06011944,-15,99.17270607,70,113,86.09533445,-0.826652745,346.5751567,1020,2.72681375,219.686658,25.0275597,2.866520132,361.4119538,63,1
521,2/22/2016 16:08,1245,83,402,4,6596,89005,0.743909676,90.64642137,92,3.860328741,88.13690393,95,127,912,44,18,182.7239039,85.87574262,12.29388853,2,9.337394358,113,113,111.4001371,-8.688923344,96.18032685,2632,48.03098367,992.7061102,12.39646983,4.454949534,395.3024223,179,1
522,2/22/2016 16:08,1175,69,494,3,9289,133730,0.527395567,68.15114574,49,3.487216092,94.62767478,92,184,2790,138,45,129.6277421,19.00150068,12.39286311,41,6.921435242,119,123,-35.46170017,64.6225669,151.9603983,2554,93.20903996,348.7692338,13.77331858,6.500046661,435.0069218,212,1
523,2/22/2016 16:08,1038,96,330,3,9329,155167,0.999236842,9.186234634,8,3.693550155,39.35608822,94,70,2032,64,0,33.08110642,19.96217658,14.67934271,-5,45.0994941,112,106,-104.1298807,-7.41169521,26.78084559,961,18.81297533,347.9297778,13.2354857,0.585343072,400.1975231,188,2
524,2/22/2016 16:08,1476,74,167,3,7984,44615,0.679154842,71.27980399,112,3.371772034,76.35277972,111,80,3772,63,15,145.8918689,2.601566613,11.92472428,-2,28.38567265,99,62,-61.95917461,49.5743568,106.1990101,883,24.09843907,865.678551,25.05540386,7.653383677,112.4810162,274,0
525,2/22/2016 16:08,1681,9,350,1,5408,188928,0.979169959,54.7787606,12,2.339832053,80.35067422,75,82,3352,13,25,40.69854075,16.62499567,13.62393645,-18,52.5243908,126,128,140.051099,-31.47943876,46.77145641,1704,70.16305435,903.1541169,22.26513695,9.560809305,181.0234387,113,2
526,2/22/2016 16:08,1758,91,154,1,332,167282,0.886560496,52.39404668,80,0.433625849,14.1851744,89,170,1007,38,-4,55.35994118,36.1701259,14.70897754,24,76.91485499,117,51,-18.38471948,79.94431416,3.830144957,1395,10.72831181,464.0931053,5.627945848,3.502922031,473.2228197,66,2
527,2/22/2016 16:08,1537,77,327,4,7659,10802,0.705645477,98.97857751,101,4.194202547,93.90854226,74,193,3685,92,39,56.71230257,52.40542979,13.61167716,10,6.047597761,120,109,7.523166518,83.39490079,169.0491065,969,61.97034448,169.3344117,16.45781424,3.264345234,231.4433995,169,1
528,2/22/2016 16:08,1866,83,7,1,1448,108533,0.559155706,61.82008212,65,0.98584328,80.82139271,98,86,2541,3,47,156.9170798,88.92246421,12.19102939,-19,5.553614253,107,132,87.73821455,41.62815367,77.86861009,547,66.37983239,994.6417858,10.58238828,7.164560809,186.4183091,117,1
529,2/22/2016 16:08,1817,21,197,2,2783,119831,0.618596545,89.6728193,77,4.9503521,78.96159884,104,187,3431,7,23,22.26625832,62.97709407,12.1728052,42,31.59035149,103,18,-175.5953711,49.04926735,331.4507989,1822,41.83994592,981.6397848,5.70442728,6.197203877,155.4223878,58,1
530,2/22/2016 16:08,1920,24,321,3,4117,16841,0.836522288,91.35489401,26,1.106485168,92.44913151,105,48,2697,77,-4,133.5740412,45.2559233,13.6008924,23,29.85894365,86,16,120.4048408,-21.29890269,226.2301405,1663,42.6387107,99.16539881,12.34794882,5.293196814,283.410747,254,1
531,2/22/2016 16:08,1407,4,46,4,2407,106572,0.914967602,10.14186317,49,0.510264027,35.28827422,111,178,2123,114,-9,46.1849829,93.34783403,12.26482653,-10,89.59826301,137,105,119.2267731,2.033545082,110.8555159,1265,86.62942096,382.7719317,28.51551956,3.936807425,175.3825983,49,0
532,2/22/2016 16:08,1524,24,18,2,3288,69660,0.989720246,0.836225638,58,1.940224183,88.66882278,104,122,2774,82,24,116.806739,37.17153861,14.00658284,-5,44.70070471,92,70,127.9291553,45.38196685,299.8395388,1999,59.24339069,816.1782585,9.46053514,5.636514571,135.8668155,221,0
533,2/22/2016 16:08,1827,59,397,2,8039,117187,0.566081092,43.52669094,99,1.694675836,99.80017282,81,129,1644,80,6,66.62568418,10.65776655,14.87821186,4,7.263919722,114,91,98.12351761,9.148974207,131.5681793,1068,23.04602744,107.6667741,22.96305474,5.362204279,217.1604662,200,1
534,2/22/2016 16:08,1505,99,153,1,7260,105489,0.577973673,76.9284981,77,4.885472442,23.13458932,95,52,2327,96,25,48.5789425,94.63365958,14.10128676,17,17.73124025,85,54,-150.3831405,44.51865282,258.0062546,2900,30.51785094,738.341603,23.98434546,9.051461132,284.9155531,128,1
535,2/22/2016 16:08,1902,3,488,1,837,23921,0.521219738,82.41959553,122,2.033350094,12.14346692,116,132,1746,47,30,144.9824568,61.28389528,14.04792761,46,30.6515167,145,132,107.8653713,30.17480891,328.8595717,184,76.57272355,279.9800937,27.67954306,8.3271348,375.1458359,161,1
536,2/22/2016 16:08,1824,68,264,3,8284,183577,0.630182263,78.74940466,71,0.328377424,10.87986166,92,59,3714,47,16,169.6159312,84.05766217,12.05834544,49,75.6054328,122,131,77.88178394,-27.906215,44.34471829,3605,98.95967729,93.37772163,8.109088748,0.147089833,452.6827267,234,2
537,2/22/2016 16:08,1035,40,74,4,5834,142817,0.910533719,44.72879585,48,4.936746585,37.74856095,114,168,2736,131,33,180.5385575,6.563847038,13.81797464,19,76.54330516,140,122,118.181677,-38.20056428,206.5063644,2600,79.9104197,979.5075312,18.75892274,3.558603789,146.5448965,183,0
538,2/22/2016 16:08,1684,48,416,2,4693,36443,0.599128428,74.99641185,121,3.953707831,80.87686642,73,132,2938,44,15,85.19338948,94.8650277,13.98538506,-9,62.28360239,121,52,-142.0768724,61.19446863,222.2914493,567,88.98686556,965.5254525,15.83765896,9.506137655,120.5572793,23,1
539,2/22/2016 16:08,1019,54,145,1,4371,20016,0.773932375,71.87765245,115,4.98992048,75.08298839,77,35,1750,92,-5,81.88520064,97.99559078,14.39444183,18,23.34244545,78,71,19.2493798,-26.71284111,316.9451629,2418,84.27852764,150.3131028,29.86809097,7.216374383,213.4362011,177,0
540,2/22/2016 16:08,1320,35,102,1,4778,83755,0.723203599,31.3819251,69,1.655934931,19.73250425,96,198,1102,50,-3,151.2629283,1.168248439,14.10580485,-6,17.04767547,128,6,41.70421257,82.20456927,314.3891834,2800,24.95316463,539.9072742,10.88409689,4.807895976,413.513878,101,0
541,2/22/2016 16:08,1775,95,335,4,5690,118264,0.662913121,16.87205602,0,0.676916921,53.47293547,97,186,1631,137,5,185.1006004,58.12860272,12.50706692,23,69.55401183,125,101,-60.61746545,-62.99628345,124.3892574,1896,50.67250451,962.3029321,6.273970696,7.309065913,273.6787968,133,0
542,2/22/2016 16:08,1511,56,335,4,3460,34012,0.809173207,62.14187172,25,2.04869958,36.15362862,77,90,2717,106,-4,165.6920301,41.41301224,12.71650609,5,44.45956105,77,48,163.7854753,65.3039645,20.14426692,2356,88.3990786,655.1133921,19.00915909,8.125546901,390.4104993,155,0
543,2/22/2016 16:08,1399,89,121,1,1408,92617,0.751162895,67.70863922,24,0.785733723,83.18355166,113,11,3285,33,-3,96.46336982,51.02793044,14.73822022,19,51.90887727,106,99,152.1762934,37.71287592,238.9101602,4184,2.991596922,189.3469181,5.051164794,0.492642746,275.9979742,44,0
544,2/22/2016 16:08,1653,40,176,1,9446,154621,0.667381587,56.79706909,108,0.819533559,80.41734749,83,99,3596,73,48,112.6878917,17.88710499,12.55956485,-7,10.53388478,105,28,-148.130844,59.23655485,46.82661395,4050,89.55695642,420.1593157,17.47282509,1.119922532,201.9203962,192,2
545,2/22/2016 16:08,1971,77,63,3,587,105064,0.844425443,21.31795465,115,4.523094478,81.01369265,110,119,3575,19,-10,33.75016119,76.73770712,12.78397355,-16,13.17234804,117,137,-22.04166718,67.31824118,116.1362488,305,18.09061884,312.595313,6.15918369,5.364876387,199.8204545,93,0
546,2/22/2016 16:08,1882,68,296,4,3918,82974,0.639984096,27.66733204,57,4.970129432,52.52646341,75,15,1589,15,6,70.55514726,26.28012797,11.22926832,20,80.69200426,113,66,-15.18864561,-18.68559201,62.65370619,3704,5.012148596,839.0333445,9.379249087,3.249161702,398.3929653,62,0
547,2/22/2016 16:08,1470,46,499,2,4626,171494,0.82159167,70.84862715,21,4.972690523,80.74650509,110,156,2930,51,17,32.00682048,62.70305833,13.9620735,22,78.2918469,78,38,-133.1483327,-24.99308661,203.4304158,3842,76.30017674,884.6552632,10.62216315,1.965045238,201.2836366,262,2
548,2/22/2016 16:08,1142,78,84,1,4575,26251,0.978622934,96.2622364,12,2.248421008,73.33587881,91,157,730,68,29,70.04904833,11.51951221,12.35328233,12,89.29680978,134,50,171.2932203,-30.30225575,301.0423588,2239,99.94969497,543.6224885,6.370450771,9.751664431,354.677343,161,1
549,2/22/2016 16:08,1091,13,15,1,3633,166538,0.86447599,94.48356016,96,1.272530992,52.4760755,94,82,2049,32,43,100.7721827,54.9809036,11.52907045,30,77.83982599,99,130,51.79230349,7.498266492,56.01100514,4503,39.74917155,173.7888698,20.89748402,5.314749239,493.3774844,193,1
550,2/22/2016 16:08,1353,27,355,1,7948,42860,0.70919978,51.96581464,9,0.942968364,77.27565538,77,167,1856,40,-1,108.7942143,42.95734881,14.72998456,39,82.56550305,118,68,-17.99590669,-82.83739998,301.5713834,284,54.95051074,876.4253648,23.31502954,1.601255382,118.124982,153,0
551,2/22/2016 16:08,1833,6,134,1,1400,142652,0.873779661,88.65594748,17,1.972337009,37.68610391,108,170,3821,41,11,87.34830351,11.08027524,12.88593107,-7,38.09851029,76,18,-139.4529846,-29.23879887,58.6597406,642,25.18170471,873.306867,14.85426968,9.766316498,223.4574851,286,1
552,2/22/2016 16:08,1799,17,478,3,9186,53201,0.904620908,2.945120031,54,3.034829831,77.98079762,109,163,1646,68,29,12.96183365,4.441120146,12.03387733,39,69.56542323,126,83,36.28411862,15.81826089,108.090328,3994,70.94938224,603.6572761,22.2256731,4.474053182,152.6331517,169,2
553,2/22/2016 16:08,1726,36,121,4,3906,193777,0.662920233,86.11521216,55,3.743583658,62.33733723,100,71,3280,66,21,111.4089751,85.34118141,12.17471667,11,22.58063283,122,8,-142.7584189,50.29170998,207.6901434,2941,50.52065708,182.1895368,26.94885277,5.059104436,342.507601,249,1
554,2/22/2016 16:08,1958,99,319,1,2675,82919,0.852566108,47.61508234,55,2.630178287,86.18784819,73,57,3733,107,17,79.29314355,54.07649244,14.65852639,2,35.91061342,86,46,60.09158892,-77.95246075,90.69007249,13,82.39961488,681.15744,24.76591167,3.306986772,156.2492338,30,0
555,2/22/2016 16:08,1853,81,392,4,4357,99499,0.717198098,78.15273349,48,4.22942536,89.23332764,87,130,653,93,41,99.06669937,67.47518718,13.22514032,2,7.521998908,91,100,18.93354394,-49.89748164,171.9124185,4088,79.50065807,562.8177323,20.2079554,4.109662299,225.3380107,128,0
556,2/22/2016 16:08,1050,2,479,2,9092,151608,0.909261241,0.558290959,112,4.60636708,38.87332645,104,109,3546,2,22,25.1482851,68.36404666,13.23449147,43,15.16685138,111,113,6.71064492,20.01862291,220.3306421,1971,45.97423644,3.689508358,7.399775291,2.266518099,208.8515219,232,2
557,2/22/2016 16:08,1664,77,128,2,2975,74936,0.647688798,86.85607844,115,4.439764836,28.78523971,105,152,811,37,28,115.870841,28.25928453,11.38350745,25,93.59359228,141,30,-112.5751499,64.72471465,273.8310264,77,60.55156522,956.7310594,6.766962746,3.746715418,463.9501354,96,1
558,2/22/2016 16:08,1697,52,368,2,9237,56922,0.968879835,59.49796224,1,1.90910785,28.00844152,86,107,1869,84,7,165.4974194,72.76827507,12.23931231,15,40.37779707,96,79,-137.3886916,33.44763943,63.98648894,162,84.08489708,924.9102212,15.81224006,0.199003268,204.2792114,238,2
559,2/22/2016 16:08,1574,66,367,2,6764,30344,0.787393469,24.02303983,73,4.75768076,32.61178661,112,116,2999,41,12,30.33712843,3.83860123,13.42104224,-17,81.74740067,119,42,128.9750433,50.189286,330.9909923,3501,18.76388284,688.2611938,20.65942381,8.390861859,386.1214203,102,0
560,2/22/2016 16:08,1189,52,288,4,7247,128865,0.676651657,34.74830544,83,4.623056387,5.070584265,103,152,2415,16,29,63.10800433,7.533596879,11.56465558,23,47.72798329,91,78,175.2545008,-74.83093665,79.64507011,4762,49.24582555,961.3874544,16.45402407,9.396688909,475.6711522,154,0
561,2/22/2016 16:08,1124,92,301,2,6056,118581,0.709685634,20.06660869,37,2.117110392,93.12319477,109,67,2795,37,18,71.21275272,15.50165488,13.33706024,5,7.801958946,87,131,148.5844883,-78.38005668,67.77488499,3350,26.89704145,296.2867134,13.2798066,2.277213397,437.0913339,69,0
562,2/22/2016 16:08,1149,43,378,2,8591,168645,0.673899307,42.44057578,130,2.164415655,12.39817046,89,192,3649,119,11,17.05214574,54.03184938,11.61819178,14,78.11972356,92,63,-27.28875933,-3.516929217,6.077899254,622,79.07840306,522.4560641,26.59294885,2.88483115,129.0098255,243,2
563,2/22/2016 16:08,1313,90,180,1,1587,29780,0.573123168,33.00060313,122,0.482406182,87.79539909,117,176,2402,80,35,94.30918714,85.84889523,13.00793676,-11,68.46249208,79,56,-27.12807375,-71.22139786,4.832719943,4808,97.84438648,933.6394195,17.12597455,9.213939315,188.9645721,5,1
564,2/22/2016 16:08,1569,22,463,1,2778,63210,0.534246198,53.45031771,107,4.691273131,48.75681383,99,51,1726,99,31,34.52533543,46.18356501,12.74622666,45,30.56591111,101,99,-134.6697083,50.38361611,102.2621522,3077,61.67020883,818.7526436,9.783796584,8.765544704,452.0103591,252,1
565,2/22/2016 16:08,1341,55,82,1,7431,190334,0.660889348,81.47844419,52,0.533453859,90.03509151,79,12,1910,40,39,39.70315969,71.1896976,12.03699265,43,9.583164726,110,34,-50.10301748,-51.88532032,316.4670184,201,71.50413661,986.4417598,19.31479918,1.028101757,178.1919912,108,1
566,2/22/2016 16:08,1304,67,13,3,4396,196041,0.729345221,98.22752652,126,2.506596948,93.25914708,105,84,1901,39,44,124.3055469,32.3651874,12.63443691,22,99.34728274,126,86,-145.102023,80.96720099,121.3545132,1972,58.2172922,497.7065676,8.222267722,3.287156175,479.3171426,65,1
567,2/22/2016 16:08,1691,99,24,1,2416,5661,0.68090847,25.14576407,22,3.634930893,82.12095604,107,168,1994,5,3,88.21241186,25.07012869,13.95602885,-8,88.77130563,141,27,170.8857384,-63.54786764,308.417281,2188,19.56640912,722.0877453,15.50211118,7.38299522,125.2936836,18,0
568,2/22/2016 16:08,1681,60,168,2,7078,71214,0.506959752,10.65082627,27,4.410354589,40.69638445,116,144,3707,48,46,160.4937687,81.52334897,12.24499238,39,56.00703103,149,95,-114.8316166,-61.92857523,19.89333331,2225,56.36091488,695.7781148,8.258329704,2.821892563,483.2984272,167,1
569,2/22/2016 16:08,1837,58,270,4,6918,169139,0.789503123,39.56672499,90,2.897899671,41.24662176,117,159,1439,14,31,10.46631932,27.42887679,12.60380325,13,94.16477359,116,91,-42.41806291,47.39723437,217.443529,947,70.39207372,995.9013916,18.72491107,0.092655915,426.8057711,242,2
570,2/22/2016 16:08,1782,12,476,2,3925,62146,0.57240824,14.35542762,19,3.444634105,96.64281144,114,51,3405,39,6,177.0046689,41.95016325,13.44902584,10,84.77692952,74,94,68.68766506,-58.93038973,308.2321193,1745,48.69334784,717.8225862,17.44803567,8.291094403,140.2937388,44,1
571,2/22/2016 16:08,1053,88,459,4,6091,57452,0.605502639,83.42402021,133,3.579638346,33.67538069,101,197,3825,34,-5,117.263198,84.23641272,14.24554807,-6,41.82228817,80,47,-32.06030102,29.10150008,92.18122889,2439,60.49337345,136.6929987,10.3959896,6.36662238,126.3491869,230,1
572,2/22/2016 16:08,1443,69,70,2,3651,49505,0.560374267,50.11248795,2,0.178257548,41.1163219,87,113,1144,126,28,139.5963694,59.94185244,12.3048731,37,2.420484263,93,26,110.2323748,69.54707152,168.1835574,1902,62.93161807,473.4410348,27.28694496,5.751467791,241.4782788,101,1
573,2/22/2016 16:08,1612,84,318,3,4224,159779,0.760216365,61.99623824,2,4.718180758,29.08504402,117,23,2733,68,41,75.19733092,59.98728519,11.7427075,18,50.73432542,73,107,-175.0902744,-74.22756168,230.0763827,3021,23.40435646,488.9936507,15.5608136,0.111806095,220.7742738,144,2
574,2/22/2016 16:08,1992,39,376,1,973,121953,0.547579646,15.06125543,22,1.863616016,51.37233536,102,190,2505,42,44,18.69607403,9.448059718,14.91040736,2,40.87330007,71,136,142.285692,70.78422847,127.5893944,3609,55.48309384,683.3722475,28.38253698,4.750427208,185.8324512,210,1
575,2/22/2016 16:08,1263,13,89,2,668,107594,0.628178625,74.96088158,72,0.969857452,61.04303525,84,80,1473,133,40,60.8046549,25.94959308,11.07265247,33,8.66965395,119,81,-98.38321798,55.13546888,141.0739819,1524,59.62978404,902.4010667,13.56440541,5.466189459,255.3114857,117,0
576,2/22/2016 16:08,1052,41,189,1,4450,10647,0.725854359,97.35818119,32,2.419350617,66.30446271,113,166,511,23,31,68.04039538,36.56080595,13.38778094,47,55.23346223,90,21,-135.3036691,78.40861866,353.0254823,2060,70.91904381,511.5938425,24.6548588,4.085025377,312.8578058,22,1
577,2/22/2016 16:08,1571,57,257,3,6392,150136,0.583854443,48.23852515,63,3.694077957,15.84867936,113,124,3826,43,3,84.12009202,48.61766736,12.58811773,22,49.29862618,137,75,17.30839059,68.0865262,336.7164435,4496,90.79173188,794.1470562,12.87674911,1.656494151,176.4318301,239,1
578,2/22/2016 16:08,1619,53,217,3,3353,62083,0.723120681,96.24573048,139,4.15396227,34.65871254,104,122,2742,85,18,146.7986837,59.91709134,11.02549761,10,43.2385391,132,63,75.81302041,-46.39959309,232.8389775,2032,65.40939739,230.5766364,13.03587647,3.968866769,175.2296751,265,1
579,2/22/2016 16:08,1004,12,450,1,9289,110010,0.671367563,3.471609384,25,3.626095368,99.59680222,93,128,2641,138,30,157.2892877,4.576457078,12.87421126,45,76.27781761,79,4,48.68686152,-1.277433745,274.1575779,3684,25.68391577,447.4451178,9.593477841,5.952840357,252.2533461,42,2
580,2/22/2016 16:08,1102,13,382,1,9940,181483,0.930298589,3.572271381,36,2.060667446,7.157638977,100,156,519,63,38,182.731109,94.23309549,13.45948987,-3,30.34260241,87,53,-81.40915773,-24.18019149,75.34574047,2167,42.97729338,735.0486937,12.26747333,8.503226518,158.2972921,144,2
581,2/22/2016 16:08,1195,74,32,4,5630,191907,0.897451606,96.00129108,113,3.439593387,37.22209304,101,80,886,23,2,26.3128675,90.88063318,14.24416673,-19,84.62219918,80,41,99.03157993,17.11515211,165.6879555,4879,9.011949691,372.5073715,19.8705025,0.45675503,267.7246798,13,1
582,2/22/2016 16:08,1773,97,141,1,7650,167267,0.996427292,70.02655974,73,2.216179262,21.18130908,102,159,1812,89,25,123.8961216,85.0433154,12.34004137,29,18.19711113,140,34,-141.3574591,36.19436683,247.6177206,4868,14.46417207,391.0125857,21.64432741,3.85926614,447.1059467,178,2
583,2/22/2016 16:08,1876,57,161,1,8172,33979,0.764455866,18.8689727,43,4.935647214,28.16707996,109,164,1505,124,29,33.1395509,56.45369943,14.6679812,45,22.74716685,108,71,79.7332707,82.19695892,244.1702708,854,79.19440807,44.58655055,22.88275729,1.882774434,379.4581016,297,2
584,2/22/2016 16:08,1991,40,32,4,132,175611,0.787698547,36.38747991,138,4.982678526,46.72332958,119,53,1157,54,19,163.400984,64.22275119,14.93775611,12,28.65740989,79,122,177.5858562,17.34259779,352.4965896,1580,1.883325785,991.214667,12.37453695,0.065279247,134.3203742,57,2
585,2/22/2016 16:09,1883,80,312,2,142,193824,0.973322924,50.77530679,23,1.323992732,98.65752935,113,131,1086,75,40,76.11067876,75.24558201,13.42608447,33,43.82575206,141,121,-58.6358761,-27.22047296,333.365619,1900,60.45263243,32.79935979,21.6731262,3.54446745,455.4332339,23,2
586,2/22/2016 16:09,1349,45,152,4,6810,160064,0.699796107,70.26377356,91,2.468306273,81.23874295,112,170,1933,5,11,32.6305986,17.88463345,13.9713905,29,83.49574794,100,23,-52.24800411,50.54502508,189.7983364,2620,99.95709102,310.7685506,23.66435456,3.004736295,449.3640663,171,2
587,2/22/2016 16:09,1046,35,347,2,7425,38288,0.777841342,84.20265602,93,2.924931662,24.07000593,111,23,2554,52,8,88.1480145,95.85343785,12.89845949,22,66.69544951,98,12,-153.7377978,-57.35464126,13.72310384,2087,52.03634709,503.515773,10.9195561,7.613515732,147.4824854,62,1
588,2/22/2016 16:09,1866,3,260,2,7887,141714,0.689542748,8.265640471,18,3.217573321,13.74441525,105,27,1613,34,-9,120.436987,70.11014371,13.67242333,33,44.67676549,88,123,63.59443778,-66.52662779,105.7741619,4546,19.44014146,245.6936904,6.868674773,5.488062475,173.629634,113,0
589,2/22/2016 16:09,1822,5,216,2,6774,195948,0.772930353,65.65741235,55,2.226218164,60.61977506,80,187,3318,101,33,174.388934,10.44851247,13.16241754,41,58.48604027,142,59,57.11110713,46.8256744,224.1593888,4357,10.02054263,735.8955828,26.01838888,9.69787988,300.1430477,45,2
590,2/22/2016 16:09,1935,90,279,4,3098,51698,0.540383216,47.67114136,48,2.669041335,87.63260619,101,116,1396,85,45,139.2875629,54.94857811,12.55165956,-2,35.97773998,73,98,-168.6309177,-31.215259,23.7518934,1780,32.03077072,824.5097925,6.552147425,8.579395045,146.0681155,88,1
591,2/22/2016 16:09,1819,11,285,4,1517,8884,0.891897047,59.76222754,118,2.815900402,20.02626872,116,179,1256,9,9,143.6214163,22.88640535,13.34903447,-13,25.74713923,120,35,42.92085596,-24.01285239,351.6916784,3756,14.8053477,567.1523468,11.41743425,5.592405934,381.6760449,138,0
592,2/22/2016 16:09,1655,71,98,3,5539,121564,0.992639974,50.85316066,108,2.000946762,19.51743112,72,42,3076,98,46,132.3409219,24.15484009,12.57361495,42,71.44970367,76,46,-17.25819387,43.06947019,211.8298016,4336,99.31447593,460.1359492,20.97829022,7.334844313,177.0737232,274,0
593,2/22/2016 16:09,1268,56,405,2,2748,184457,0.532870201,45.06930505,56,1.670159506,68.41022357,118,20,1919,88,12,67.09083901,71.59998262,11.79761942,37,17.51963774,129,74,38.77553971,-10.27341814,69.55384962,1482,55.36258366,873.9300617,16.44151109,5.582264999,323.5786879,274,1
594,2/22/2016 16:09,1369,10,30,4,9033,40509,0.900519865,20.55127962,94,3.209634842,29.72001173,77,74,2916,1,12,12.40434961,42.47900915,14.65922081,21,6.996488503,84,65,56.00125011,58.28130168,284.0712259,4774,66.87461229,802.6739364,26.47301041,4.156068202,419.3350856,62,2
595,2/22/2016 16:09,1635,34,90,3,525,36649,0.6208674,47.23359124,121,2.265996222,4.148768001,102,99,1625,7,47,126.2095964,11.13668901,12.62232861,30,82.28131558,143,2,66.74520979,20.32579661,88.86906025,106,63.09491776,763.8866187,24.60839666,7.316799326,316.2253634,173,0
596,2/22/2016 16:09,1105,67,148,2,8745,172372,0.598773527,18.9655138,10,4.863534374,30.24689358,108,80,700,46,12,89.04198026,15.22064951,11.21613203,1,68.64000505,111,133,116.5193521,-82.2118708,236.9759127,2774,53.90575066,545.1971608,7.711571837,0.093075261,388.4778815,149,1
597,2/22/2016 16:09,1669,72,144,4,280,101068,0.846685199,4.461148703,80,1.940879281,21.06747884,88,171,2116,115,37,50.19841093,8.882254259,14.79615612,47,38.95511572,78,108,-113.5249244,11.34419098,358.9603437,2930,68.01171885,773.4490755,22.83852377,1.289239723,185.4086392,119,0
598,2/22/2016 16:09,1658,31,67,4,7071,103954,0.522066124,37.38244909,113,1.059629666,32.76416343,104,145,2418,30,34,192.8424675,3.029750685,11.57681323,1,45.91046536,101,132,-131.7696978,-69.58088353,96.94762198,989,55.07442001,517.6365383,20.18306577,1.051343476,154.69845,180,1
599,2/22/2016 16:09,1656,75,433,4,9828,16036,0.731619674,2.495573875,14,2.190519934,81.44745664,110,73,2138,95,9,84.38061448,84.22986021,12.14149873,41,21.06925745,131,30,43.33864148,56.74335377,16.3598636,2865,42.8551636,696.7265498,9.095038407,9.085881424,477.4712757,66,2
600,2/22/2016 16:09,1119,71,357,1,6883,89571,0.500722233,56.2544963,138,3.318934176,67.33152847,114,102,965,68,48,58.3869428,5.654810386,13.98650617,19,94.64402552,71,80,169.9087865,5.775516075,322.3381718,4796,32.20470909,666.1730137,26.11586134,9.816647414,119.6213029,181,1
